Asset,Defect,Date,Offensive,Site,Size,Long,Lat
113165,B-Graffiti,2014-07-29,Yes,Cuthberts Road,No,143.7967254136,-37.5534350715
113165,B-Graffiti,2014-07-29,Yes,Cuthberts Road,Major,143.7967254136,-37.5534350715
113165,B-Graffiti,2014-07-29,Yes,Cuthberts Road,Minor,143.7967254136,-37.5534350715
240648,B-Graffiti,2014-07-02,No,Cuthberts Road,No,143.8125156213,-37.5552723908
240648,B-Graffiti,2014-07-02,No,Cuthberts Road,Major,143.8125156213,-37.5552723908
240648,B-Graffiti,2014-07-02,No,Cuthberts Road,Minor,143.8125156213,-37.5552723908
240648,B-Graffiti,2014-07-02,Yes,Cuthberts Road,No,143.8125156213,-37.5552723908
240648,B-Graffiti,2014-07-02,Yes,Cuthberts Road,Major,143.8125156213,-37.5552723908
240648,B-Graffiti,2014-07-02,Yes,Cuthberts Road,Minor,143.8125156213,-37.5552723908
113165,B-Graffiti,2015-02-03,No,Cuthberts Road,No,143.7967168861,-37.5535157401
113165,B-Graffiti,2015-02-03,No,Cuthberts Road,Major,143.7967168861,-37.5535157401
113165,B-Graffiti,2015-02-03,No,Cuthberts Road,Minor,143.7967168861,-37.5535157401
113165,B-Graffiti,2015-02-03,Yes,Cuthberts Road,No,143.7967168861,-37.5535157401
113165,B-Graffiti,2015-02-03,Yes,Cuthberts Road,Major,143.7967168861,-37.5535157401
113165,B-Graffiti,2015-02-03,Yes,Cuthberts Road,Minor,143.7967168861,-37.5535157401
113165,B-Graffiti,2015-01-07,No,Cuthberts Road,No,143.7968977333,-37.5533912489
113165,B-Graffiti,2015-01-07,No,Cuthberts Road,Major,143.7968977333,-37.5533912489
113165,B-Graffiti,2015-01-07,No,Cuthberts Road,Minor,143.7968977333,-37.5533912489
113165,B-Graffiti,2015-01-07,Yes,Cuthberts Road,No,143.7968977333,-37.5533912489
113165,B-Graffiti,2015-01-07,Yes,Cuthberts Road,Major,143.7968977333,-37.5533912489
113165,B-Graffiti,2015-01-07,Yes,Cuthberts Road,Minor,143.7968977333,-37.5533912489
113165,B-Graffiti,2014-11-11,No,Cuthberts Road,No,143.7966814437,-37.5534033145
113165,B-Graffiti,2014-11-11,No,Cuthberts Road,Major,143.7966814437,-37.5534033145
113165,B-Graffiti,2014-11-11,No,Cuthberts Road,Minor,143.7966814437,-37.5534033145
113165,B-Graffiti,2014-11-11,Yes,Cuthberts Road,No,143.7966814437,-37.5534033145
113165,B-Graffiti,2014-11-11,Yes,Cuthberts Road,Major,143.7966814437,-37.5534033145
113165,B-Graffiti,2014-11-11,Yes,Cuthberts Road,Minor,143.7966814437,-37.5534033145
240648,B-Graffiti,2014-01-22,No,Cuthberts Road,No,143.8126980005,-37.5553005717
240648,B-Graffiti,2014-01-22,No,Cuthberts Road,Major,143.8126980005,-37.5553005717
240648,B-Graffiti,2014-01-22,No,Cuthberts Road,Minor,143.8126980005,-37.5553005717
240648,B-Graffiti,2014-01-22,Yes,Cuthberts Road,No,143.8126980005,-37.5553005717
240648,B-Graffiti,2014-01-22,Yes,Cuthberts Road,Major,143.8126980005,-37.5553005717
240648,B-Graffiti,2014-01-22,Yes,Cuthberts Road,Minor,143.8126980005,-37.5553005717
240648,B-Graffiti,2013-11-19,No,Cuthberts Road,No,143.812479299,-37.5552636152
240648,B-Graffiti,2013-11-19,No,Cuthberts Road,Major,143.812479299,-37.5552636152
240648,B-Graffiti,2013-11-19,No,Cuthberts Road,Minor,143.812479299,-37.5552636152
240648,B-Graffiti,2013-11-19,Yes,Cuthberts Road,No,143.812479299,-37.5552636152
240648,B-Graffiti,2013-11-19,Yes,Cuthberts Road,Major,143.812479299,-37.5552636152
240648,B-Graffiti,2013-11-19,Yes,Cuthberts Road,Minor,143.812479299,-37.5552636152
113166,B-Graffiti,2013-11-19,No,Cuthberts Road,No,143.8039311206,-37.5542729775
113166,B-Graffiti,2013-11-19,No,Cuthberts Road,Major,143.8039311206,-37.5542729775
113166,B-Graffiti,2013-11-19,No,Cuthberts Road,Minor,143.8039311206,-37.5542729775
113166,B-Graffiti,2013-11-19,Yes,Cuthberts Road,No,143.8039311206,-37.5542729775
113166,B-Graffiti,2013-11-19,Yes,Cuthberts Road,Major,143.8039311206,-37.5542729775
113166,B-Graffiti,2013-11-19,Yes,Cuthberts Road,Minor,143.8039311206,-37.5542729775
113165,B-Graffiti,2013-11-19,No,Cuthberts Road,No,143.7967775662,-37.5534102269
113165,B-Graffiti,2013-11-19,No,Cuthberts Road,Major,143.7967775662,-37.5534102269
113165,B-Graffiti,2013-11-19,No,Cuthberts Road,Minor,143.7967775662,-37.5534102269
113165,B-Graffiti,2013-11-19,Yes,Cuthberts Road,No,143.7967775662,-37.5534102269
113165,B-Graffiti,2013-11-19,Yes,Cuthberts Road,Major,143.7967775662,-37.5534102269
113165,B-Graffiti,2013-11-19,Yes,Cuthberts Road,Minor,143.7967775662,-37.5534102269
113165,B-Graffiti,2013-12-24,No,Cuthberts Road,No,143.7966634385,-37.5533697706
113165,B-Graffiti,2013-12-24,No,Cuthberts Road,Major,143.7966634385,-37.5533697706
113165,B-Graffiti,2013-12-24,No,Cuthberts Road,Minor,143.7966634385,-37.5533697706
113165,B-Graffiti,2013-12-24,Yes,Cuthberts Road,No,143.7966634385,-37.5533697706
113165,B-Graffiti,2013-12-24,Yes,Cuthberts Road,Major,143.7966634385,-37.5533697706
113165,B-Graffiti,2013-12-24,Yes,Cuthberts Road,Minor,143.7966634385,-37.5533697706
240648,B-Graffiti,2013-12-24,No,Cuthberts Road,No,143.8124839274,-37.5552963941
240648,B-Graffiti,2013-12-24,No,Cuthberts Road,Major,143.8124839274,-37.5552963941
240648,B-Graffiti,2013-12-24,No,Cuthberts Road,Minor,143.8124839274,-37.5552963941
240648,B-Graffiti,2013-12-24,Yes,Cuthberts Road,No,143.8124839274,-37.5552963941
240648,B-Graffiti,2013-12-24,Yes,Cuthberts Road,Major,143.8124839274,-37.5552963941
240648,B-Graffiti,2013-12-24,Yes,Cuthberts Road,Minor,143.8124839274,-37.5552963941
113163,B-Graffiti,2013-09-11,No,Cuthberts Road,No,143.8007611971,-37.5539334156
113163,B-Graffiti,2013-09-11,No,Cuthberts Road,Major,143.8007611971,-37.5539334156
113163,B-Graffiti,2013-09-11,No,Cuthberts Road,Minor,143.8007611971,-37.5539334156
113163,B-Graffiti,2013-09-11,Yes,Cuthberts Road,No,143.8007611971,-37.5539334156
113163,B-Graffiti,2013-09-11,Yes,Cuthberts Road,Major,143.8007611971,-37.5539334156
113163,B-Graffiti,2013-09-11,Yes,Cuthberts Road,Minor,143.8007611971,-37.5539334156
240648,B-Graffiti,2013-09-10,No,Cuthberts Road,No,143.8126060599,-37.5552304072
240648,B-Graffiti,2013-09-10,No,Cuthberts Road,Major,143.8126060599,-37.5552304072
240648,B-Graffiti,2013-09-10,No,Cuthberts Road,Minor,143.8126060599,-37.5552304072
240648,B-Graffiti,2013-09-10,Yes,Cuthberts Road,No,143.8126060599,-37.5552304072
240648,B-Graffiti,2013-09-10,Yes,Cuthberts Road,Major,143.8126060599,-37.5552304072
240648,B-Graffiti,2013-09-10,Yes,Cuthberts Road,Minor,143.8126060599,-37.5552304072
113166,B-Graffiti,2013-09-10,No,Cuthberts Road,No,143.8038762055,-37.5542965393
113166,B-Graffiti,2013-09-10,No,Cuthberts Road,Major,143.8038762055,-37.5542965393
113166,B-Graffiti,2013-09-10,No,Cuthberts Road,Minor,143.8038762055,-37.5542965393
113166,B-Graffiti,2013-09-10,Yes,Cuthberts Road,No,143.8038762055,-37.5542965393
113166,B-Graffiti,2013-09-10,Yes,Cuthberts Road,Major,143.8038762055,-37.5542965393
113166,B-Graffiti,2013-09-10,Yes,Cuthberts Road,Minor,143.8038762055,-37.5542965393
240648,B-Graffiti,2013-10-16,No,Cuthberts Road,No,143.8124479281,-37.5552931975
240648,B-Graffiti,2013-10-16,No,Cuthberts Road,Major,143.8124479281,-37.5552931975
240648,B-Graffiti,2013-10-16,No,Cuthberts Road,Minor,143.8124479281,-37.5552931975
240648,B-Graffiti,2013-10-16,Yes,Cuthberts Road,No,143.8124479281,-37.5552931975
240648,B-Graffiti,2013-10-16,Yes,Cuthberts Road,Major,143.8124479281,-37.5552931975
240648,B-Graffiti,2013-10-16,Yes,Cuthberts Road,Minor,143.8124479281,-37.5552931975
113167,B-Graffiti,2013-10-16,No,Cuthberts Road,No,143.8068147817,-37.5546232291
113167,B-Graffiti,2013-10-16,No,Cuthberts Road,Major,143.8068147817,-37.5546232291
113167,B-Graffiti,2013-10-16,No,Cuthberts Road,Minor,143.8068147817,-37.5546232291
113167,B-Graffiti,2013-10-16,Yes,Cuthberts Road,No,143.8068147817,-37.5546232291
113167,B-Graffiti,2013-10-16,Yes,Cuthberts Road,Major,143.8068147817,-37.5546232291
113167,B-Graffiti,2013-10-16,Yes,Cuthberts Road,Minor,143.8068147817,-37.5546232291
113166,B-Graffiti,2013-10-16,No,Cuthberts Road,No,143.8039388287,-37.5542702713
113166,B-Graffiti,2013-10-16,No,Cuthberts Road,Major,143.8039388287,-37.5542702713
113166,B-Graffiti,2013-10-16,No,Cuthberts Road,Minor,143.8039388287,-37.5542702713
113166,B-Graffiti,2013-10-16,Yes,Cuthberts Road,No,143.8039388287,-37.5542702713
113166,B-Graffiti,2013-10-16,Yes,Cuthberts Road,Major,143.8039388287,-37.5542702713
113166,B-Graffiti,2013-10-16,Yes,Cuthberts Road,Minor,143.8039388287,-37.5542702713
113167,B-Graffiti,2013-10-02,No,Cuthberts Road,No,143.8068057054,-37.5545955116
113167,B-Graffiti,2013-10-02,No,Cuthberts Road,Major,143.8068057054,-37.5545955116
113167,B-Graffiti,2013-10-02,No,Cuthberts Road,Minor,143.8068057054,-37.5545955116
113167,B-Graffiti,2013-10-02,Yes,Cuthberts Road,No,143.8068057054,-37.5545955116
113167,B-Graffiti,2013-10-02,Yes,Cuthberts Road,Major,143.8068057054,-37.5545955116
113167,B-Graffiti,2013-10-02,Yes,Cuthberts Road,Minor,143.8068057054,-37.5545955116
240648,B-Graffiti,2013-09-25,No,Cuthberts Road,No,143.81252482,-37.5552461304
240648,B-Graffiti,2013-09-25,No,Cuthberts Road,Major,143.81252482,-37.5552461304
240648,B-Graffiti,2013-09-25,No,Cuthberts Road,Minor,143.81252482,-37.5552461304
240648,B-Graffiti,2013-09-25,Yes,Cuthberts Road,No,143.81252482,-37.5552461304
240648,B-Graffiti,2013-09-25,Yes,Cuthberts Road,Major,143.81252482,-37.5552461304
240648,B-Graffiti,2013-09-25,Yes,Cuthberts Road,Minor,143.81252482,-37.5552461304
113165,B-Graffiti,2015-04-01,No,Cuthberts Road,No,143.7967444575,-37.5534267807
113165,B-Graffiti,2015-04-01,No,Cuthberts Road,Major,143.7967444575,-37.5534267807
113165,B-Graffiti,2015-04-01,No,Cuthberts Road,Minor,143.7967444575,-37.5534267807
113165,B-Graffiti,2015-04-01,Yes,Cuthberts Road,No,143.7967444575,-37.5534267807
113165,B-Graffiti,2015-04-01,Yes,Cuthberts Road,Major,143.7967444575,-37.5534267807
113165,B-Graffiti,2015-04-01,Yes,Cuthberts Road,Minor,143.7967444575,-37.5534267807
168551,B-Graffiti,2014-03-18,No,Cuzens Road,No,143.7873668908,-37.5592662283
168551,B-Graffiti,2014-03-18,No,Cuzens Road,Major,143.7873668908,-37.5592662283
168551,B-Graffiti,2014-03-18,No,Cuzens Road,Minor,143.7873668908,-37.5592662283
168551,B-Graffiti,2014-03-18,Yes,Cuzens Road,No,143.7873668908,-37.5592662283
168551,B-Graffiti,2014-03-18,Yes,Cuzens Road,Major,143.7873668908,-37.5592662283
168551,B-Graffiti,2014-03-18,Yes,Cuzens Road,Minor,143.7873668908,-37.5592662283
183604,B-Graffiti,2014-01-08,No,Davies Road,No,143.8731146797,-37.5852837665
183604,B-Graffiti,2014-01-08,No,Davies Road,Major,143.8731146797,-37.5852837665
183604,B-Graffiti,2014-01-08,No,Davies Road,Minor,143.8731146797,-37.5852837665
183604,B-Graffiti,2014-01-08,Yes,Davies Road,No,143.8731146797,-37.5852837665
183604,B-Graffiti,2014-01-08,Yes,Davies Road,Major,143.8731146797,-37.5852837665
183604,B-Graffiti,2014-01-08,Yes,Davies Road,Minor,143.8731146797,-37.5852837665
21883,B-Graffiti,2014-03-26,No,Daylesford Road,No,143.9075148623,-37.5496592414
21883,B-Graffiti,2014-03-26,No,Daylesford Road,Major,143.9075148623,-37.5496592414
21883,B-Graffiti,2014-03-26,No,Daylesford Road,Minor,143.9075148623,-37.5496592414
21883,B-Graffiti,2014-03-26,Yes,Daylesford Road,No,143.9075148623,-37.5496592414
21883,B-Graffiti,2014-03-26,Yes,Daylesford Road,Major,143.9075148623,-37.5496592414
21883,B-Graffiti,2014-03-26,Yes,Daylesford Road,Minor,143.9075148623,-37.5496592414
1058,B-Graffiti,2014-03-26,No,Daylesford Road,No,143.9089020324,-37.549237862
1058,B-Graffiti,2014-03-26,No,Daylesford Road,Major,143.9089020324,-37.549237862
1058,B-Graffiti,2014-03-26,No,Daylesford Road,Minor,143.9089020324,-37.549237862
1058,B-Graffiti,2014-03-26,Yes,Daylesford Road,No,143.9089020324,-37.549237862
1058,B-Graffiti,2014-03-26,Yes,Daylesford Road,Major,143.9089020324,-37.549237862
1058,B-Graffiti,2014-03-26,Yes,Daylesford Road,Minor,143.9089020324,-37.549237862
21883,B-Graffiti,2013-10-30,No,Daylesford Road,No,143.9076012588,-37.5496429655
21883,B-Graffiti,2013-10-30,No,Daylesford Road,Major,143.9076012588,-37.5496429655
21883,B-Graffiti,2013-10-30,No,Daylesford Road,Minor,143.9076012588,-37.5496429655
21883,B-Graffiti,2013-10-30,Yes,Daylesford Road,No,143.9076012588,-37.5496429655
21883,B-Graffiti,2013-10-30,Yes,Daylesford Road,Major,143.9076012588,-37.5496429655
21883,B-Graffiti,2013-10-30,Yes,Daylesford Road,Minor,143.9076012588,-37.5496429655
21916,B-Graffiti,2014-08-26,No,Devon Street,No,143.8455926531,-37.5514826093
21916,B-Graffiti,2014-08-26,No,Devon Street,Major,143.8455926531,-37.5514826093
21916,B-Graffiti,2014-08-26,No,Devon Street,Minor,143.8455926531,-37.5514826093
21916,B-Graffiti,2014-08-26,Yes,Devon Street,No,143.8455926531,-37.5514826093
21916,B-Graffiti,2014-08-26,Yes,Devon Street,Major,143.8455926531,-37.5514826093
21916,B-Graffiti,2014-08-26,Yes,Devon Street,Minor,143.8455926531,-37.5514826093
21947,B-Graffiti,2014-08-19,No,Doodts Road,No,143.8792796344,-37.5434547853
21947,B-Graffiti,2014-08-19,No,Doodts Road,Major,143.8792796344,-37.5434547853
21947,B-Graffiti,2014-08-19,No,Doodts Road,Minor,143.8792796344,-37.5434547853
21947,B-Graffiti,2014-08-19,Yes,Doodts Road,No,143.8792796344,-37.5434547853
21947,B-Graffiti,2014-08-19,Yes,Doodts Road,Major,143.8792796344,-37.5434547853
21947,B-Graffiti,2014-08-19,Yes,Doodts Road,Minor,143.8792796344,-37.5434547853
21947,B-Graffiti,2014-08-12,No,Doodts Road,No,143.8792313216,-37.5433697324
21947,B-Graffiti,2014-08-12,No,Doodts Road,Major,143.8792313216,-37.5433697324
21947,B-Graffiti,2014-08-12,No,Doodts Road,Minor,143.8792313216,-37.5433697324
21947,B-Graffiti,2014-08-12,Yes,Doodts Road,No,143.8792313216,-37.5433697324
21947,B-Graffiti,2014-08-12,Yes,Doodts Road,Major,143.8792313216,-37.5433697324
21947,B-Graffiti,2014-08-12,Yes,Doodts Road,Minor,143.8792313216,-37.5433697324
21948,B-Graffiti,2014-12-09,No,Doodts Road,No,143.8799826568,-37.5427683161
21948,B-Graffiti,2014-12-09,No,Doodts Road,Major,143.8799826568,-37.5427683161
21948,B-Graffiti,2014-12-09,No,Doodts Road,Minor,143.8799826568,-37.5427683161
21948,B-Graffiti,2014-12-09,Yes,Doodts Road,No,143.8799826568,-37.5427683161
21948,B-Graffiti,2014-12-09,Yes,Doodts Road,Major,143.8799826568,-37.5427683161
21948,B-Graffiti,2014-12-09,Yes,Doodts Road,Minor,143.8799826568,-37.5427683161
21947,B-Graffiti,2015-02-11,No,Doodts Road,No,143.87937762,-37.5432456898
21947,B-Graffiti,2015-02-11,No,Doodts Road,Major,143.87937762,-37.5432456898
21947,B-Graffiti,2015-02-11,No,Doodts Road,Minor,143.87937762,-37.5432456898
21947,B-Graffiti,2015-02-11,Yes,Doodts Road,No,143.87937762,-37.5432456898
21947,B-Graffiti,2015-02-11,Yes,Doodts Road,Major,143.87937762,-37.5432456898
21947,B-Graffiti,2015-02-11,Yes,Doodts Road,Minor,143.87937762,-37.5432456898
204268,B-Graffiti,2015-04-01,No,Doodts Road,No,143.8808934169,-37.5394338578
204268,B-Graffiti,2015-04-01,No,Doodts Road,Major,143.8808934169,-37.5394338578
204268,B-Graffiti,2015-04-01,No,Doodts Road,Minor,143.8808934169,-37.5394338578
204268,B-Graffiti,2015-04-01,Yes,Doodts Road,No,143.8808934169,-37.5394338578
204268,B-Graffiti,2015-04-01,Yes,Doodts Road,Major,143.8808934169,-37.5394338578
204268,B-Graffiti,2015-04-01,Yes,Doodts Road,Minor,143.8808934169,-37.5394338578
21980,B-Graffiti,2014-06-11,No,Doveton Crescent,No,143.8572485373,-37.5566238865
21980,B-Graffiti,2014-06-11,No,Doveton Crescent,Major,143.8572485373,-37.5566238865
21980,B-Graffiti,2014-06-11,No,Doveton Crescent,Minor,143.8572485373,-37.5566238865
21980,B-Graffiti,2014-06-11,Yes,Doveton Crescent,No,143.8572485373,-37.5566238865
21980,B-Graffiti,2014-06-11,Yes,Doveton Crescent,Major,143.8572485373,-37.5566238865
21980,B-Graffiti,2014-06-11,Yes,Doveton Crescent,Minor,143.8572485373,-37.5566238865
138934,B-Graffiti,2014-02-25,No,Doveton Crescent,No,143.8572365745,-37.5566899541
138934,B-Graffiti,2014-02-25,No,Doveton Crescent,Major,143.8572365745,-37.5566899541
138934,B-Graffiti,2014-02-25,No,Doveton Crescent,Minor,143.8572365745,-37.5566899541
138934,B-Graffiti,2014-02-25,Yes,Doveton Crescent,No,143.8572365745,-37.5566899541
138934,B-Graffiti,2014-02-25,Yes,Doveton Crescent,Major,143.8572365745,-37.5566899541
138934,B-Graffiti,2014-02-25,Yes,Doveton Crescent,Minor,143.8572365745,-37.5566899541
113169,B-Graffiti,2013-10-16,No,Doveton Street North,No,143.8594554404,-37.5375198487
113169,B-Graffiti,2013-10-16,No,Doveton Street North,Major,143.8594554404,-37.5375198487
113169,B-Graffiti,2013-10-16,No,Doveton Street North,Minor,143.8594554404,-37.5375198487
113169,B-Graffiti,2013-10-16,Yes,Doveton Street North,No,143.8594554404,-37.5375198487
113169,B-Graffiti,2013-10-16,Yes,Doveton Street North,Major,143.8594554404,-37.5375198487
113169,B-Graffiti,2013-10-16,Yes,Doveton Street North,Minor,143.8594554404,-37.5375198487
233562,B-Graffiti,2014-08-20,No,Doveton Street North,No,143.8566431473,-37.5516000448
233562,B-Graffiti,2014-08-20,No,Doveton Street North,Major,143.8566431473,-37.5516000448
233562,B-Graffiti,2014-08-20,No,Doveton Street North,Minor,143.8566431473,-37.5516000448
233562,B-Graffiti,2014-08-20,Yes,Doveton Street North,No,143.8566431473,-37.5516000448
233562,B-Graffiti,2014-08-20,Yes,Doveton Street North,Major,143.8566431473,-37.5516000448
233562,B-Graffiti,2014-08-20,Yes,Doveton Street North,Minor,143.8566431473,-37.5516000448
113171,B-Graffiti,2014-07-30,No,Drummond Street North,No,143.8478630881,-37.5588882327
113171,B-Graffiti,2014-07-30,No,Drummond Street North,Major,143.8478630881,-37.5588882327
113171,B-Graffiti,2014-07-30,No,Drummond Street North,Minor,143.8478630881,-37.5588882327
113171,B-Graffiti,2014-07-30,Yes,Drummond Street North,No,143.8478630881,-37.5588882327
113171,B-Graffiti,2014-07-30,Yes,Drummond Street North,Major,143.8478630881,-37.5588882327
113171,B-Graffiti,2014-07-30,Yes,Drummond Street North,Minor,143.8478630881,-37.5588882327
113172,B-Graffiti,2014-08-12,No,Drummond Street North,No,143.8487061779,-37.5542407956
113172,B-Graffiti,2014-08-12,No,Drummond Street North,Major,143.8487061779,-37.5542407956
113172,B-Graffiti,2014-08-12,No,Drummond Street North,Minor,143.8487061779,-37.5542407956
113172,B-Graffiti,2014-08-12,Yes,Drummond Street North,No,143.8487061779,-37.5542407956
113172,B-Graffiti,2014-08-12,Yes,Drummond Street North,Major,143.8487061779,-37.5542407956
113172,B-Graffiti,2014-08-12,Yes,Drummond Street North,Minor,143.8487061779,-37.5542407956
113173,B-Graffiti,2014-07-22,No,Drummond Street North,No,143.8494562959,-37.550443684
113173,B-Graffiti,2014-07-22,No,Drummond Street North,Major,143.8494562959,-37.550443684
113173,B-Graffiti,2014-07-22,No,Drummond Street North,Minor,143.8494562959,-37.550443684
113173,B-Graffiti,2014-07-22,Yes,Drummond Street North,No,143.8494562959,-37.550443684
113173,B-Graffiti,2014-07-22,Yes,Drummond Street North,Major,143.8494562959,-37.550443684
113173,B-Graffiti,2014-07-22,Yes,Drummond Street North,Minor,143.8494562959,-37.550443684
113172,B-Graffiti,2014-07-22,No,Drummond Street North,No,143.8487457389,-37.5542780456
113172,B-Graffiti,2014-07-22,No,Drummond Street North,Major,143.8487457389,-37.5542780456
113172,B-Graffiti,2014-07-22,No,Drummond Street North,Minor,143.8487457389,-37.5542780456
113172,B-Graffiti,2014-07-22,Yes,Drummond Street North,No,143.8487457389,-37.5542780456
113172,B-Graffiti,2014-07-22,Yes,Drummond Street North,Major,143.8487457389,-37.5542780456
113172,B-Graffiti,2014-07-22,Yes,Drummond Street North,Minor,143.8487457389,-37.5542780456
113172,B-Graffiti,2014-06-24,No,Drummond Street North,No,143.8487556345,-37.5542704179
113172,B-Graffiti,2014-06-24,No,Drummond Street North,Major,143.8487556345,-37.5542704179
113172,B-Graffiti,2014-06-24,No,Drummond Street North,Minor,143.8487556345,-37.5542704179
113172,B-Graffiti,2014-06-24,Yes,Drummond Street North,No,143.8487556345,-37.5542704179
113172,B-Graffiti,2014-06-24,Yes,Drummond Street North,Major,143.8487556345,-37.5542704179
113172,B-Graffiti,2014-06-24,Yes,Drummond Street North,Minor,143.8487556345,-37.5542704179
107486,B-Graffiti,2014-05-21,No,Drummond Street North,No,143.8476587318,-37.5590205769
107486,B-Graffiti,2014-05-21,No,Drummond Street North,Major,143.8476587318,-37.5590205769
107486,B-Graffiti,2014-05-21,No,Drummond Street North,Minor,143.8476587318,-37.5590205769
107486,B-Graffiti,2014-05-21,Yes,Drummond Street North,No,143.8476587318,-37.5590205769
107486,B-Graffiti,2014-05-21,Yes,Drummond Street North,Major,143.8476587318,-37.5590205769
107486,B-Graffiti,2014-05-21,Yes,Drummond Street North,Minor,143.8476587318,-37.5590205769
233577,B-Graffiti,2014-05-21,No,Drummond Street North,No,143.8476195896,-37.5599809803
233577,B-Graffiti,2014-05-21,No,Drummond Street North,Major,143.8476195896,-37.5599809803
233577,B-Graffiti,2014-05-21,No,Drummond Street North,Minor,143.8476195896,-37.5599809803
233577,B-Graffiti,2014-05-21,Yes,Drummond Street North,No,143.8476195896,-37.5599809803
233577,B-Graffiti,2014-05-21,Yes,Drummond Street North,Major,143.8476195896,-37.5599809803
233577,B-Graffiti,2014-05-21,Yes,Drummond Street North,Minor,143.8476195896,-37.5599809803
113173,B-Graffiti,2014-11-12,No,Drummond Street North,No,143.8494880432,-37.5504036306
113173,B-Graffiti,2014-11-12,No,Drummond Street North,Major,143.8494880432,-37.5504036306
113173,B-Graffiti,2014-11-12,No,Drummond Street North,Minor,143.8494880432,-37.5504036306
113173,B-Graffiti,2014-11-12,Yes,Drummond Street North,No,143.8494880432,-37.5504036306
113173,B-Graffiti,2014-11-12,Yes,Drummond Street North,Major,143.8494880432,-37.5504036306
113173,B-Graffiti,2014-11-12,Yes,Drummond Street North,Minor,143.8494880432,-37.5504036306
113173,B-Graffiti,2013-10-29,No,Drummond Street North,No,143.8494585628,-37.5504111006
113173,B-Graffiti,2013-10-29,No,Drummond Street North,Major,143.8494585628,-37.5504111006
113173,B-Graffiti,2013-10-29,No,Drummond Street North,Minor,143.8494585628,-37.5504111006
113173,B-Graffiti,2013-10-29,Yes,Drummond Street North,No,143.8494585628,-37.5504111006
113173,B-Graffiti,2013-10-29,Yes,Drummond Street North,Major,143.8494585628,-37.5504111006
113173,B-Graffiti,2013-10-29,Yes,Drummond Street North,Minor,143.8494585628,-37.5504111006
113172,B-Graffiti,2013-11-05,No,Drummond Street North,No,143.8488071974,-37.5542691728
113172,B-Graffiti,2013-11-05,No,Drummond Street North,Major,143.8488071974,-37.5542691728
113172,B-Graffiti,2013-11-05,No,Drummond Street North,Minor,143.8488071974,-37.5542691728
113172,B-Graffiti,2013-11-05,Yes,Drummond Street North,No,143.8488071974,-37.5542691728
113172,B-Graffiti,2013-11-05,Yes,Drummond Street North,Major,143.8488071974,-37.5542691728
113172,B-Graffiti,2013-11-05,Yes,Drummond Street North,Minor,143.8488071974,-37.5542691728
113172,B-Graffiti,2014-03-04,No,Drummond Street North,No,143.848749462,-37.5542331726
113172,B-Graffiti,2014-03-04,No,Drummond Street North,Major,143.848749462,-37.5542331726
113172,B-Graffiti,2014-03-04,No,Drummond Street North,Minor,143.848749462,-37.5542331726
113172,B-Graffiti,2014-03-04,Yes,Drummond Street North,No,143.848749462,-37.5542331726
113172,B-Graffiti,2014-03-04,Yes,Drummond Street North,Major,143.848749462,-37.5542331726
113172,B-Graffiti,2014-03-04,Yes,Drummond Street North,Minor,143.848749462,-37.5542331726
113172,B-Graffiti,2015-04-21,No,Drummond Street North,No,143.8487440243,-37.5542419542
113172,B-Graffiti,2015-04-21,No,Drummond Street North,Major,143.8487440243,-37.5542419542
113172,B-Graffiti,2015-04-21,No,Drummond Street North,Minor,143.8487440243,-37.5542419542
113172,B-Graffiti,2015-04-21,Yes,Drummond Street North,No,143.8487440243,-37.5542419542
113172,B-Graffiti,2015-04-21,Yes,Drummond Street North,Major,143.8487440243,-37.5542419542
113172,B-Graffiti,2015-04-21,Yes,Drummond Street North,Minor,143.8487440243,-37.5542419542
22144,B-Graffiti,2015-04-28,No,Drummond Street South,No,143.8446077078,-37.5757647724
22144,B-Graffiti,2015-04-28,No,Drummond Street South,Major,143.8446077078,-37.5757647724
22144,B-Graffiti,2015-04-28,No,Drummond Street South,Minor,143.8446077078,-37.5757647724
22144,B-Graffiti,2015-04-28,Yes,Drummond Street South,No,143.8446077078,-37.5757647724
22144,B-Graffiti,2015-04-28,Yes,Drummond Street South,Major,143.8446077078,-37.5757647724
22144,B-Graffiti,2015-04-28,Yes,Drummond Street South,Minor,143.8446077078,-37.5757647724
113176,B-Graffiti,2014-01-08,No,Drummond Street South,No,143.8465414913,-37.5668543131
113176,B-Graffiti,2014-01-08,No,Drummond Street South,Major,143.8465414913,-37.5668543131
113176,B-Graffiti,2014-01-08,No,Drummond Street South,Minor,143.8465414913,-37.5668543131
113176,B-Graffiti,2014-01-08,Yes,Drummond Street South,No,143.8465414913,-37.5668543131
113176,B-Graffiti,2014-01-08,Yes,Drummond Street South,Major,143.8465414913,-37.5668543131
113176,B-Graffiti,2014-01-08,Yes,Drummond Street South,Minor,143.8465414913,-37.5668543131
113174,B-Graffiti,2014-01-08,No,Drummond Street South,No,143.8450110697,-37.5735788746
113174,B-Graffiti,2014-01-08,No,Drummond Street South,Major,143.8450110697,-37.5735788746
113174,B-Graffiti,2014-01-08,No,Drummond Street South,Minor,143.8450110697,-37.5735788746
113174,B-Graffiti,2014-01-08,Yes,Drummond Street South,No,143.8450110697,-37.5735788746
113174,B-Graffiti,2014-01-08,Yes,Drummond Street South,Major,143.8450110697,-37.5735788746
