Asset,Defect,Date,Offensive,Site,Size,Long,Lat
36362,B-Graffiti,2013-09-25,No,Albert Street Toilets,No,143.8591204586,-37.5626875881
36362,B-Graffiti,2013-09-25,No,Albert Street Toilets,Major,143.8591204586,-37.5626875881
36362,B-Graffiti,2013-09-25,No,Albert Street Toilets,Minor,143.8591204586,-37.5626875881
36362,B-Graffiti,2013-09-25,Yes,Albert Street Toilets,No,143.8591204586,-37.5626875881
36362,B-Graffiti,2013-09-25,Yes,Albert Street Toilets,Major,143.8591204586,-37.5626875881
36362,B-Graffiti,2013-09-25,Yes,Albert Street Toilets,Minor,143.8591204586,-37.5626875881
36362,B-Graffiti,2013-11-05,No,Albert Street Toilets,No,143.8590324092,-37.562622863
36362,B-Graffiti,2013-11-05,No,Albert Street Toilets,Major,143.8590324092,-37.562622863
36362,B-Graffiti,2013-11-05,No,Albert Street Toilets,Minor,143.8590324092,-37.562622863
36362,B-Graffiti,2013-11-05,Yes,Albert Street Toilets,No,143.8590324092,-37.562622863
36362,B-Graffiti,2013-11-05,Yes,Albert Street Toilets,Major,143.8590324092,-37.562622863
36362,B-Graffiti,2013-11-05,Yes,Albert Street Toilets,Minor,143.8590324092,-37.562622863
36362,B-Graffiti,2013-11-27,No,Albert Street Toilets,No,143.8590898268,-37.5628485402
36362,B-Graffiti,2013-11-27,No,Albert Street Toilets,Major,143.8590898268,-37.5628485402
36362,B-Graffiti,2013-11-27,No,Albert Street Toilets,Minor,143.8590898268,-37.5628485402
36362,B-Graffiti,2013-11-27,Yes,Albert Street Toilets,No,143.8590898268,-37.5628485402
36362,B-Graffiti,2013-11-27,Yes,Albert Street Toilets,Major,143.8590898268,-37.5628485402
36362,B-Graffiti,2013-11-27,Yes,Albert Street Toilets,Minor,143.8590898268,-37.5628485402
36362,B-Graffiti,2014-01-07,No,Albert Street Toilets,No,143.858989491,-37.5626845449
36362,B-Graffiti,2014-01-07,No,Albert Street Toilets,Major,143.858989491,-37.5626845449
36362,B-Graffiti,2014-01-07,No,Albert Street Toilets,Minor,143.858989491,-37.5626845449
36362,B-Graffiti,2014-01-07,Yes,Albert Street Toilets,No,143.858989491,-37.5626845449
36362,B-Graffiti,2014-01-07,Yes,Albert Street Toilets,Major,143.858989491,-37.5626845449
36362,B-Graffiti,2014-01-07,Yes,Albert Street Toilets,Minor,143.858989491,-37.5626845449
36362,B-Graffiti,2014-01-14,No,Albert Street Toilets,No,143.859028824,-37.5626001529
36362,B-Graffiti,2014-01-14,No,Albert Street Toilets,Major,143.859028824,-37.5626001529
36362,B-Graffiti,2014-01-14,No,Albert Street Toilets,Minor,143.859028824,-37.5626001529
36362,B-Graffiti,2014-01-14,Yes,Albert Street Toilets,No,143.859028824,-37.5626001529
36362,B-Graffiti,2014-01-14,Yes,Albert Street Toilets,Major,143.859028824,-37.5626001529
36362,B-Graffiti,2014-01-14,Yes,Albert Street Toilets,Minor,143.859028824,-37.5626001529
36362,B-Graffiti,2014-01-15,No,Albert Street Toilets,No,143.8592702767,-37.5630976366
36362,B-Graffiti,2014-01-15,No,Albert Street Toilets,Major,143.8592702767,-37.5630976366
36362,B-Graffiti,2014-01-15,No,Albert Street Toilets,Minor,143.8592702767,-37.5630976366
36362,B-Graffiti,2014-01-15,Yes,Albert Street Toilets,No,143.8592702767,-37.5630976366
36362,B-Graffiti,2014-01-15,Yes,Albert Street Toilets,Major,143.8592702767,-37.5630976366
36362,B-Graffiti,2014-01-15,Yes,Albert Street Toilets,Minor,143.8592702767,-37.5630976366
36362,B-Graffiti,2014-01-28,No,Albert Street Toilets,No,143.8585299169,-37.5630513332
36362,B-Graffiti,2014-01-28,No,Albert Street Toilets,Major,143.8585299169,-37.5630513332
36362,B-Graffiti,2014-01-28,No,Albert Street Toilets,Minor,143.8585299169,-37.5630513332
36362,B-Graffiti,2014-01-28,Yes,Albert Street Toilets,No,143.8585299169,-37.5630513332
36362,B-Graffiti,2014-01-28,Yes,Albert Street Toilets,Major,143.8585299169,-37.5630513332
36362,B-Graffiti,2014-01-28,Yes,Albert Street Toilets,Minor,143.8585299169,-37.5630513332
36362,B-Graffiti,2014-02-18,No,Albert Street Toilets,No,143.8590857967,-37.562695817
36362,B-Graffiti,2014-02-18,No,Albert Street Toilets,Major,143.8590857967,-37.562695817
36362,B-Graffiti,2014-02-18,No,Albert Street Toilets,Minor,143.8590857967,-37.562695817
36362,B-Graffiti,2014-02-18,Yes,Albert Street Toilets,No,143.8590857967,-37.562695817
36362,B-Graffiti,2014-02-18,Yes,Albert Street Toilets,Major,143.8590857967,-37.562695817
36362,B-Graffiti,2014-02-18,Yes,Albert Street Toilets,Minor,143.8590857967,-37.562695817
36362,B-Graffiti,2014-02-25,No,Albert Street Toilets,No,143.8592265815,-37.5623725261
36362,B-Graffiti,2014-02-25,No,Albert Street Toilets,Major,143.8592265815,-37.5623725261
36362,B-Graffiti,2014-02-25,No,Albert Street Toilets,Minor,143.8592265815,-37.5623725261
36362,B-Graffiti,2014-02-25,Yes,Albert Street Toilets,No,143.8592265815,-37.5623725261
36362,B-Graffiti,2014-02-25,Yes,Albert Street Toilets,Major,143.8592265815,-37.5623725261
36362,B-Graffiti,2014-02-25,Yes,Albert Street Toilets,Minor,143.8592265815,-37.5623725261
36364,B-Graffiti,2014-02-11,No,Armstrong Street Toilets,No,143.8567243331,-37.5601773264
36364,B-Graffiti,2014-02-11,No,Armstrong Street Toilets,Major,143.8567243331,-37.5601773264
36364,B-Graffiti,2014-02-11,No,Armstrong Street Toilets,Minor,143.8567243331,-37.5601773264
36364,B-Graffiti,2014-02-11,Yes,Armstrong Street Toilets,No,143.8567243331,-37.5601773264
36364,B-Graffiti,2014-02-11,Yes,Armstrong Street Toilets,Major,143.8567243331,-37.5601773264
36364,B-Graffiti,2014-02-11,Yes,Armstrong Street Toilets,Minor,143.8567243331,-37.5601773264
36364,B-Graffiti,2014-01-15,No,Armstrong Street Toilets,No,143.856647007,-37.560461233
36364,B-Graffiti,2014-01-15,No,Armstrong Street Toilets,Major,143.856647007,-37.560461233
36364,B-Graffiti,2014-01-15,No,Armstrong Street Toilets,Minor,143.856647007,-37.560461233
36364,B-Graffiti,2014-01-15,Yes,Armstrong Street Toilets,No,143.856647007,-37.560461233
36364,B-Graffiti,2014-01-15,Yes,Armstrong Street Toilets,Major,143.856647007,-37.560461233
36364,B-Graffiti,2014-01-15,Yes,Armstrong Street Toilets,Minor,143.856647007,-37.560461233
36364,B-Graffiti,2013-11-27,No,Armstrong Street Toilets,No,143.8568543706,-37.5601531824
36364,B-Graffiti,2013-11-27,No,Armstrong Street Toilets,Major,143.8568543706,-37.5601531824
36364,B-Graffiti,2013-11-27,No,Armstrong Street Toilets,Minor,143.8568543706,-37.5601531824
36364,B-Graffiti,2013-11-27,Yes,Armstrong Street Toilets,No,143.8568543706,-37.5601531824
36364,B-Graffiti,2013-11-27,Yes,Armstrong Street Toilets,Major,143.8568543706,-37.5601531824
36364,B-Graffiti,2013-11-27,Yes,Armstrong Street Toilets,Minor,143.8568543706,-37.5601531824
36364,B-Graffiti,2014-12-17,No,Armstrong Street Toilets,No,143.856661504,-37.5601178456
36364,B-Graffiti,2014-12-17,No,Armstrong Street Toilets,Major,143.856661504,-37.5601178456
36364,B-Graffiti,2014-12-17,No,Armstrong Street Toilets,Minor,143.856661504,-37.5601178456
36364,B-Graffiti,2014-12-17,Yes,Armstrong Street Toilets,No,143.856661504,-37.5601178456
36364,B-Graffiti,2014-12-17,Yes,Armstrong Street Toilets,Major,143.856661504,-37.5601178456
36364,B-Graffiti,2014-12-17,Yes,Armstrong Street Toilets,Minor,143.856661504,-37.5601178456
37172,B-Graffiti,2015-01-13,No,Ballarat Fidelity Club Kindergarten,No,143.8405081544,-37.5649178266
37172,B-Graffiti,2015-01-13,No,Ballarat Fidelity Club Kindergarten,Major,143.8405081544,-37.5649178266
37172,B-Graffiti,2015-01-13,No,Ballarat Fidelity Club Kindergarten,Minor,143.8405081544,-37.5649178266
37172,B-Graffiti,2015-01-13,Yes,Ballarat Fidelity Club Kindergarten,No,143.8405081544,-37.5649178266
37172,B-Graffiti,2015-01-13,Yes,Ballarat Fidelity Club Kindergarten,Major,143.8405081544,-37.5649178266
37172,B-Graffiti,2015-01-13,Yes,Ballarat Fidelity Club Kindergarten,Minor,143.8405081544,-37.5649178266
36463,B-Graffiti,2013-11-19,No,Art Gallery of Ballarat,No,143.8585439229,-37.5603360794
36463,B-Graffiti,2013-11-19,No,Art Gallery of Ballarat,Major,143.8585439229,-37.5603360794
36463,B-Graffiti,2013-11-19,No,Art Gallery of Ballarat,Minor,143.8585439229,-37.5603360794
36463,B-Graffiti,2013-11-19,Yes,Art Gallery of Ballarat,No,143.8585439229,-37.5603360794
36463,B-Graffiti,2013-11-19,Yes,Art Gallery of Ballarat,Major,143.8585439229,-37.5603360794
36463,B-Graffiti,2013-11-19,Yes,Art Gallery of Ballarat,Minor,143.8585439229,-37.5603360794
36464,B-Graffiti,2013-08-28,No,Ballarat Library,No,143.8557047193,-37.5576673094
36464,B-Graffiti,2013-08-28,No,Ballarat Library,Major,143.8557047193,-37.5576673094
36464,B-Graffiti,2013-08-28,No,Ballarat Library,Minor,143.8557047193,-37.5576673094
36464,B-Graffiti,2013-08-28,Yes,Ballarat Library,No,143.8557047193,-37.5576673094
36464,B-Graffiti,2013-08-28,Yes,Ballarat Library,Major,143.8557047193,-37.5576673094
36464,B-Graffiti,2013-08-28,Yes,Ballarat Library,Minor,143.8557047193,-37.5576673094
228436,B-Graffiti,2014-10-14,No,Ballarat Library,No,143.8564278519,-37.5586535918
228436,B-Graffiti,2014-10-14,No,Ballarat Library,Major,143.8564278519,-37.5586535918
228436,B-Graffiti,2014-10-14,No,Ballarat Library,Minor,143.8564278519,-37.5586535918
228436,B-Graffiti,2014-10-14,Yes,Ballarat Library,No,143.8564278519,-37.5586535918
228436,B-Graffiti,2014-10-14,Yes,Ballarat Library,Major,143.8564278519,-37.5586535918
228436,B-Graffiti,2014-10-14,Yes,Ballarat Library,Minor,143.8564278519,-37.5586535918
36475,B-Graffiti,2013-11-13,No,Ballarat North Senior Citizens,No,143.8594735552,-37.5413631006
36475,B-Graffiti,2013-11-13,No,Ballarat North Senior Citizens,Major,143.8594735552,-37.5413631006
36475,B-Graffiti,2013-11-13,No,Ballarat North Senior Citizens,Minor,143.8594735552,-37.5413631006
36475,B-Graffiti,2013-11-13,Yes,Ballarat North Senior Citizens,No,143.8594735552,-37.5413631006
36475,B-Graffiti,2013-11-13,Yes,Ballarat North Senior Citizens,Major,143.8594735552,-37.5413631006
36475,B-Graffiti,2013-11-13,Yes,Ballarat North Senior Citizens,Minor,143.8594735552,-37.5413631006
36477,B-Graffiti,2013-09-23,No,Ballarat South Senior Citizens,No,143.8359177954,-37.5724897649
36477,B-Graffiti,2013-09-23,No,Ballarat South Senior Citizens,Major,143.8359177954,-37.5724897649
36477,B-Graffiti,2013-09-23,No,Ballarat South Senior Citizens,Minor,143.8359177954,-37.5724897649
36477,B-Graffiti,2013-09-23,Yes,Ballarat South Senior Citizens,No,143.8359177954,-37.5724897649
36477,B-Graffiti,2013-09-23,Yes,Ballarat South Senior Citizens,Major,143.8359177954,-37.5724897649
36477,B-Graffiti,2013-09-23,Yes,Ballarat South Senior Citizens,Minor,143.8359177954,-37.5724897649
36481,B-Graffiti,2014-01-07,No,Big W Toilets,No,143.861302482,-37.5612799295
36481,B-Graffiti,2014-01-07,No,Big W Toilets,Major,143.861302482,-37.5612799295
36481,B-Graffiti,2014-01-07,No,Big W Toilets,Minor,143.861302482,-37.5612799295
36481,B-Graffiti,2014-01-07,Yes,Big W Toilets,No,143.861302482,-37.5612799295
36481,B-Graffiti,2014-01-07,Yes,Big W Toilets,Major,143.861302482,-37.5612799295
36481,B-Graffiti,2014-01-07,Yes,Big W Toilets,Minor,143.861302482,-37.5612799295
36481,B-Graffiti,2014-02-05,No,Big W Toilets,No,143.8608656475,-37.5617612412
36481,B-Graffiti,2014-02-05,No,Big W Toilets,Major,143.8608656475,-37.5617612412
36481,B-Graffiti,2014-02-05,No,Big W Toilets,Minor,143.8608656475,-37.5617612412
36481,B-Graffiti,2014-02-05,Yes,Big W Toilets,No,143.8608656475,-37.5617612412
36481,B-Graffiti,2014-02-05,Yes,Big W Toilets,Major,143.8608656475,-37.5617612412
36481,B-Graffiti,2014-02-05,Yes,Big W Toilets,Minor,143.8608656475,-37.5617612412
36481,B-Graffiti,2014-02-11,No,Big W Toilets,No,143.8613041553,-37.5613177337
36481,B-Graffiti,2014-02-11,No,Big W Toilets,Major,143.8613041553,-37.5613177337
36481,B-Graffiti,2014-02-11,No,Big W Toilets,Minor,143.8613041553,-37.5613177337
36481,B-Graffiti,2014-02-11,Yes,Big W Toilets,No,143.8613041553,-37.5613177337
36481,B-Graffiti,2014-02-11,Yes,Big W Toilets,Major,143.8613041553,-37.5613177337
36481,B-Graffiti,2014-02-11,Yes,Big W Toilets,Minor,143.8613041553,-37.5613177337
36508,B-Graffiti,2013-09-18,No,Civic Hall,No,143.8556411504,-37.5591174948
36508,B-Graffiti,2013-09-18,No,Civic Hall,Major,143.8556411504,-37.5591174948
36508,B-Graffiti,2013-09-18,No,Civic Hall,Minor,143.8556411504,-37.5591174948
36508,B-Graffiti,2013-09-18,Yes,Civic Hall,No,143.8556411504,-37.5591174948
36508,B-Graffiti,2013-09-18,Yes,Civic Hall,Major,143.8556411504,-37.5591174948
36508,B-Graffiti,2013-09-18,Yes,Civic Hall,Minor,143.8556411504,-37.5591174948
37177,B-Graffiti,2014-10-01,No,Girrabanya Childrens Centre,No,143.8628811916,-37.5661161225
37177,B-Graffiti,2014-10-01,No,Girrabanya Childrens Centre,Major,143.8628811916,-37.5661161225
37177,B-Graffiti,2014-10-01,No,Girrabanya Childrens Centre,Minor,143.8628811916,-37.5661161225
37177,B-Graffiti,2014-10-01,Yes,Girrabanya Childrens Centre,No,143.8628811916,-37.5661161225
37177,B-Graffiti,2014-10-01,Yes,Girrabanya Childrens Centre,Major,143.8628811916,-37.5661161225
37177,B-Graffiti,2014-10-01,Yes,Girrabanya Childrens Centre,Minor,143.8628811916,-37.5661161225
36533,B-Graffiti,2014-02-13,No,Her Majesty's Theatre,No,143.8581021826,-37.5626848711
36533,B-Graffiti,2014-02-13,No,Her Majesty's Theatre,Major,143.8581021826,-37.5626848711
36533,B-Graffiti,2014-02-13,No,Her Majesty's Theatre,Minor,143.8581021826,-37.5626848711
36533,B-Graffiti,2014-02-13,Yes,Her Majesty's Theatre,No,143.8581021826,-37.5626848711
36533,B-Graffiti,2014-02-13,Yes,Her Majesty's Theatre,Major,143.8581021826,-37.5626848711
36533,B-Graffiti,2014-02-13,Yes,Her Majesty's Theatre,Minor,143.8581021826,-37.5626848711
36545,B-Graffiti,2014-02-18,No,Little Bridge Street Toilets,No,143.8631923761,-37.5634004173
36545,B-Graffiti,2014-02-18,No,Little Bridge Street Toilets,Major,143.8631923761,-37.5634004173
36545,B-Graffiti,2014-02-18,No,Little Bridge Street Toilets,Minor,143.8631923761,-37.5634004173
36545,B-Graffiti,2014-02-18,Yes,Little Bridge Street Toilets,No,143.8631923761,-37.5634004173
36545,B-Graffiti,2014-02-18,Yes,Little Bridge Street Toilets,Major,143.8631923761,-37.5634004173
36545,B-Graffiti,2014-02-18,Yes,Little Bridge Street Toilets,Minor,143.8631923761,-37.5634004173
36545,B-Graffiti,2014-02-11,No,Little Bridge Street Toilets,No,143.8630290589,-37.5632739068
36545,B-Graffiti,2014-02-11,No,Little Bridge Street Toilets,Major,143.8630290589,-37.5632739068
36545,B-Graffiti,2014-02-11,No,Little Bridge Street Toilets,Minor,143.8630290589,-37.5632739068
36545,B-Graffiti,2014-02-11,Yes,Little Bridge Street Toilets,No,143.8630290589,-37.5632739068
36545,B-Graffiti,2014-02-11,Yes,Little Bridge Street Toilets,Major,143.8630290589,-37.5632739068
36545,B-Graffiti,2014-02-11,Yes,Little Bridge Street Toilets,Minor,143.8630290589,-37.5632739068
36545,B-Graffiti,2014-02-25,No,Little Bridge Street Toilets,No,143.863125542,-37.5634523189
36545,B-Graffiti,2014-02-25,No,Little Bridge Street Toilets,Major,143.863125542,-37.5634523189
36545,B-Graffiti,2014-02-25,No,Little Bridge Street Toilets,Minor,143.863125542,-37.5634523189
36545,B-Graffiti,2014-02-25,Yes,Little Bridge Street Toilets,No,143.863125542,-37.5634523189
36545,B-Graffiti,2014-02-25,Yes,Little Bridge Street Toilets,Major,143.863125542,-37.5634523189
36545,B-Graffiti,2014-02-25,Yes,Little Bridge Street Toilets,Minor,143.863125542,-37.5634523189
36545,B-Graffiti,2014-02-05,No,Little Bridge Street Toilets,No,143.8632528707,-37.5633219079
36545,B-Graffiti,2014-02-05,No,Little Bridge Street Toilets,Major,143.8632528707,-37.5633219079
36545,B-Graffiti,2014-02-05,No,Little Bridge Street Toilets,Minor,143.8632528707,-37.5633219079
36545,B-Graffiti,2014-02-05,Yes,Little Bridge Street Toilets,No,143.8632528707,-37.5633219079
36545,B-Graffiti,2014-02-05,Yes,Little Bridge Street Toilets,Major,143.8632528707,-37.5633219079
36545,B-Graffiti,2014-02-05,Yes,Little Bridge Street Toilets,Minor,143.8632528707,-37.5633219079
36545,B-Graffiti,2014-01-28,No,Little Bridge Street Toilets,No,143.8628925835,-37.5633014577
36545,B-Graffiti,2014-01-28,No,Little Bridge Street Toilets,Major,143.8628925835,-37.5633014577
36545,B-Graffiti,2014-01-28,No,Little Bridge Street Toilets,Minor,143.8628925835,-37.5633014577
36545,B-Graffiti,2014-01-28,Yes,Little Bridge Street Toilets,No,143.8628925835,-37.5633014577
36545,B-Graffiti,2014-01-28,Yes,Little Bridge Street Toilets,Major,143.8628925835,-37.5633014577
36545,B-Graffiti,2014-01-28,Yes,Little Bridge Street Toilets,Minor,143.8628925835,-37.5633014577
36545,B-Graffiti,2014-02-04,No,Little Bridge Street Toilets,No,143.8629708824,-37.5634484135
36545,B-Graffiti,2014-02-04,No,Little Bridge Street Toilets,Major,143.8629708824,-37.5634484135
36545,B-Graffiti,2014-02-04,No,Little Bridge Street Toilets,Minor,143.8629708824,-37.5634484135
36545,B-Graffiti,2014-02-04,Yes,Little Bridge Street Toilets,No,143.8629708824,-37.5634484135
36545,B-Graffiti,2014-02-04,Yes,Little Bridge Street Toilets,Major,143.8629708824,-37.5634484135
36545,B-Graffiti,2014-02-04,Yes,Little Bridge Street Toilets,Minor,143.8629708824,-37.5634484135
36545,B-Graffiti,2014-01-14,No,Little Bridge Street Toilets,No,143.8630455865,-37.5633596476
36545,B-Graffiti,2014-01-14,No,Little Bridge Street Toilets,Major,143.8630455865,-37.5633596476
36545,B-Graffiti,2014-01-14,No,Little Bridge Street Toilets,Minor,143.8630455865,-37.5633596476
36545,B-Graffiti,2014-01-14,Yes,Little Bridge Street Toilets,No,143.8630455865,-37.5633596476
36545,B-Graffiti,2014-01-14,Yes,Little Bridge Street Toilets,Major,143.8630455865,-37.5633596476
36545,B-Graffiti,2014-01-14,Yes,Little Bridge Street Toilets,Minor,143.8630455865,-37.5633596476
36545,B-Graffiti,2014-04-30,No,Little Bridge Street Toilets,No,143.8630076838,-37.563342366
36545,B-Graffiti,2014-04-30,No,Little Bridge Street Toilets,Major,143.8630076838,-37.563342366
36545,B-Graffiti,2014-04-30,No,Little Bridge Street Toilets,Minor,143.8630076838,-37.563342366
36545,B-Graffiti,2014-04-30,Yes,Little Bridge Street Toilets,No,143.8630076838,-37.563342366
36545,B-Graffiti,2014-04-30,Yes,Little Bridge Street Toilets,Major,143.8630076838,-37.563342366
36545,B-Graffiti,2014-04-30,Yes,Little Bridge Street Toilets,Minor,143.8630076838,-37.563342366
36545,B-Graffiti,2013-08-13,No,Little Bridge Street Toilets,No,143.8637936535,-37.5635301725
36545,B-Graffiti,2013-08-13,No,Little Bridge Street Toilets,Major,143.8637936535,-37.5635301725
36545,B-Graffiti,2013-08-13,No,Little Bridge Street Toilets,Minor,143.8637936535,-37.5635301725
36545,B-Graffiti,2013-08-13,Yes,Little Bridge Street Toilets,No,143.8637936535,-37.5635301725
36545,B-Graffiti,2013-08-13,Yes,Little Bridge Street Toilets,Major,143.8637936535,-37.5635301725
36545,B-Graffiti,2013-08-13,Yes,Little Bridge Street Toilets,Minor,143.8637936535,-37.5635301725
36545,B-Graffiti,2013-09-24,No,Little Bridge Street Toilets,No,143.862926024,-37.563347051
36545,B-Graffiti,2013-09-24,No,Little Bridge Street Toilets,Major,143.862926024,-37.563347051
36545,B-Graffiti,2013-09-24,No,Little Bridge Street Toilets,Minor,143.862926024,-37.563347051
36545,B-Graffiti,2013-09-24,Yes,Little Bridge Street Toilets,No,143.862926024,-37.563347051
36545,B-Graffiti,2013-09-24,Yes,Little Bridge Street Toilets,Major,143.862926024,-37.563347051
36545,B-Graffiti,2013-09-24,Yes,Little Bridge Street Toilets,Minor,143.862926024,-37.563347051
36545,B-Graffiti,2013-09-25,No,Little Bridge Street Toilets,No,143.8631149796,-37.5633331841
36545,B-Graffiti,2013-09-25,No,Little Bridge Street Toilets,Major,143.8631149796,-37.5633331841
36545,B-Graffiti,2013-09-25,No,Little Bridge Street Toilets,Minor,143.8631149796,-37.5633331841
36545,B-Graffiti,2013-09-25,Yes,Little Bridge Street Toilets,No,143.8631149796,-37.5633331841
36545,B-Graffiti,2013-09-25,Yes,Little Bridge Street Toilets,Major,143.8631149796,-37.5633331841
36545,B-Graffiti,2013-09-25,Yes,Little Bridge Street Toilets,Minor,143.8631149796,-37.5633331841
36545,B-Graffiti,2014-01-07,No,Little Bridge Street Toilets,No,143.8629838662,-37.5633854743
36545,B-Graffiti,2014-01-07,No,Little Bridge Street Toilets,Major,143.8629838662,-37.5633854743
36545,B-Graffiti,2014-01-07,No,Little Bridge Street Toilets,Minor,143.8629838662,-37.5633854743
36545,B-Graffiti,2014-01-07,Yes,Little Bridge Street Toilets,No,143.8629838662,-37.5633854743
36545,B-Graffiti,2014-01-07,Yes,Little Bridge Street Toilets,Major,143.8629838662,-37.5633854743
36545,B-Graffiti,2014-01-07,Yes,Little Bridge Street Toilets,Minor,143.8629838662,-37.5633854743
36545,B-Graffiti,2013-12-24,No,Little Bridge Street Toilets,No,143.863155574,-37.563429604
36545,B-Graffiti,2013-12-24,No,Little Bridge Street Toilets,Major,143.863155574,-37.563429604
36545,B-Graffiti,2013-12-24,No,Little Bridge Street Toilets,Minor,143.863155574,-37.563429604
36545,B-Graffiti,2013-12-24,Yes,Little Bridge Street Toilets,No,143.863155574,-37.563429604
36545,B-Graffiti,2013-12-24,Yes,Little Bridge Street Toilets,Major,143.863155574,-37.563429604
36545,B-Graffiti,2013-12-24,Yes,Little Bridge Street Toilets,Minor,143.863155574,-37.563429604
36545,B-Graffiti,2013-12-17,No,Little Bridge Street Toilets,No,143.8631870002,-37.5634048729
36545,B-Graffiti,2013-12-17,No,Little Bridge Street Toilets,Major,143.8631870002,-37.5634048729
36545,B-Graffiti,2013-12-17,No,Little Bridge Street Toilets,Minor,143.8631870002,-37.5634048729
36545,B-Graffiti,2013-12-17,Yes,Little Bridge Street Toilets,No,143.8631870002,-37.5634048729
36545,B-Graffiti,2013-12-17,Yes,Little Bridge Street Toilets,Major,143.8631870002,-37.5634048729
36545,B-Graffiti,2013-12-17,Yes,Little Bridge Street Toilets,Minor,143.8631870002,-37.5634048729
36545,B-Graffiti,2013-12-03,No,Little Bridge Street Toilets,No,143.863073156,-37.5633287928
36545,B-Graffiti,2013-12-03,No,Little Bridge Street Toilets,Major,143.863073156,-37.5633287928
36545,B-Graffiti,2013-12-03,No,Little Bridge Street Toilets,Minor,143.863073156,-37.5633287928
36545,B-Graffiti,2013-12-03,Yes,Little Bridge Street Toilets,No,143.863073156,-37.5633287928
36545,B-Graffiti,2013-12-03,Yes,Little Bridge Street Toilets,Major,143.863073156,-37.5633287928
36545,B-Graffiti,2013-12-03,Yes,Little Bridge Street Toilets,Minor,143.863073156,-37.5633287928
36545,B-Graffiti,2013-12-10,No,Little Bridge Street Toilets,No,143.8631547291,-37.5633779934
36545,B-Graffiti,2013-12-10,No,Little Bridge Street Toilets,Major,143.8631547291,-37.5633779934
36545,B-Graffiti,2013-12-10,No,Little Bridge Street Toilets,Minor,143.8631547291,-37.5633779934
36545,B-Graffiti,2013-12-10,Yes,Little Bridge Street Toilets,No,143.8631547291,-37.5633779934
36545,B-Graffiti,2013-12-10,Yes,Little Bridge Street Toilets,Major,143.8631547291,-37.5633779934
36545,B-Graffiti,2013-12-10,Yes,Little Bridge Street Toilets,Minor,143.8631547291,-37.5633779934
36545,B-Graffiti,2013-11-13,No,Little Bridge Street Toilets,No,143.8630524801,-37.5633829981
36545,B-Graffiti,2013-11-13,No,Little Bridge Street Toilets,Major,143.8630524801,-37.5633829981
36545,B-Graffiti,2013-11-13,No,Little Bridge Street Toilets,Minor,143.8630524801,-37.5633829981
36545,B-Graffiti,2013-11-13,Yes,Little Bridge Street Toilets,No,143.8630524801,-37.5633829981
36545,B-Graffiti,2013-11-13,Yes,Little Bridge Street Toilets,Major,143.8630524801,-37.5633829981
36545,B-Graffiti,2013-11-13,Yes,Little Bridge Street Toilets,Minor,143.8630524801,-37.5633829981
36545,B-Graffiti,2013-11-20,No,Little Bridge Street Toilets,No,143.8630433062,-37.5633828603
36545,B-Graffiti,2013-11-20,No,Little Bridge Street Toilets,Major,143.8630433062,-37.5633828603
36545,B-Graffiti,2013-11-20,No,Little Bridge Street Toilets,Minor,143.8630433062,-37.5633828603
36545,B-Graffiti,2013-11-20,Yes,Little Bridge Street Toilets,No,143.8630433062,-37.5633828603
36545,B-Graffiti,2013-11-20,Yes,Little Bridge Street Toilets,Major,143.8630433062,-37.5633828603
36545,B-Graffiti,2013-11-20,Yes,Little Bridge Street Toilets,Minor,143.8630433062,-37.5633828603
36545,B-Graffiti,2013-11-27,No,Little Bridge Street Toilets,No,143.8630285129,-37.5633867335
36545,B-Graffiti,2013-11-27,No,Little Bridge Street Toilets,Major,143.8630285129,-37.5633867335
36545,B-Graffiti,2013-11-27,No,Little Bridge Street Toilets,Minor,143.8630285129,-37.5633867335
36545,B-Graffiti,2013-11-27,Yes,Little Bridge Street Toilets,No,143.8630285129,-37.5633867335
36545,B-Graffiti,2013-11-27,Yes,Little Bridge Street Toilets,Major,143.8630285129,-37.5633867335
36545,B-Graffiti,2013-11-27,Yes,Little Bridge Street Toilets,Minor,143.8630285129,-37.5633867335
36545,B-Graffiti,2013-11-06,No,Little Bridge Street Toilets,No,143.8630439722,-37.5633293208
36545,B-Graffiti,2013-11-06,No,Little Bridge Street Toilets,Major,143.8630439722,-37.5633293208
36545,B-Graffiti,2013-11-06,No,Little Bridge Street Toilets,Minor,143.8630439722,-37.5633293208
36545,B-Graffiti,2013-11-06,Yes,Little Bridge Street Toilets,No,143.8630439722,-37.5633293208
36545,B-Graffiti,2013-11-06,Yes,Little Bridge Street Toilets,Major,143.8630439722,-37.5633293208
36545,B-Graffiti,2013-11-06,Yes,Little Bridge Street Toilets,Minor,143.8630439722,-37.5633293208
36545,B-Graffiti,2013-10-29,No,Little Bridge Street Toilets,No,143.8630083809,-37.5633044142
36545,B-Graffiti,2013-10-29,No,Little Bridge Street Toilets,Major,143.8630083809,-37.5633044142
36545,B-Graffiti,2013-10-29,No,Little Bridge Street Toilets,Minor,143.8630083809,-37.5633044142
36545,B-Graffiti,2013-10-29,Yes,Little Bridge Street Toilets,No,143.8630083809,-37.5633044142
36545,B-Graffiti,2013-10-29,Yes,Little Bridge Street Toilets,Major,143.8630083809,-37.5633044142
36545,B-Graffiti,2013-10-29,Yes,Little Bridge Street Toilets,Minor,143.8630083809,-37.5633044142
